,회사이름,채용공고,회사평점,회사지역,자격요건
149,(주)콘스탄트,NFT 서비스 기획자,4.7,서울,"1. 브랜딩/마케팅 전략 기획
 - 중장기 마케팅 전략 및 목표 수립
 - 마케팅 프로젝트 리딩
 - 내부 마케팅 팀 & 외주 대행사 운영 및 관리
 - 외부 채널 마케팅 전략 수립

2. 퍼포먼스 마케팅 데이터 기반 기획 및 운영
   - FB / Google / Naver / Kakao 채널 등 퍼포먼스 채널 데이터 기반 마케팅 프로젝트 기획/운영

3. 브랜드 마케팅
 - Branded Contents 기획 및 제작사 커뮤니케이션"
150,버즈빌(주),데브옵스 엔지니어 (경력 3년 이상),4.1,서울,"[Who We Are]
버즈빌의 데브옵스 팀은 데브옵스 팀은 각 제품 팀이 빠르고 안전하게 제품의 가치를 전달할 수 있는 플랫폼을 구축하고 운영하고 있습니다. 특히, 버즈빌의 서버는 내부적으로 40개 이상의 마이크로서비스로 구성이 되어 있어 각 마이크로서비스를 쉽게 배포하고 관리할 수 있는 플랫폼의 중요성이 높아지고 있습니다.
 저희는 마이크로서비스 아키텍쳐 운영을 위해서 쿠버네티스(Kubernetes)를 활용하고 있습니다. 쿠버네티스의 규모는 데이터 노드로 200대를 운영하고 있습니다. 그리고 서비스 매쉬(Service mesh) 목적으로 이스티오(Istio)를 사용하고 있습니다.
 버즈빌은 각 제품 팀에서 개발한 마이크로서비스를 쿠버네티스에 배포하고 관리 가능할 수 있도록 플랫폼을 제공하고 있습니다. 플랫폼 방향은 셀프-서빙(Self-Serving)을 목표로 하고 있습니다. 그리고 플랫폼 구성은 스피네이커(Spinnaker), 데이터독(Datadog), 타노스(Thanos), 프로메테우스(Prometheus) 등 오픈 소스와 유료 서비스를 이용해서 구축하고 있습니다.
 이외, 데브옵스 팀은 사용하고 있는 인프라의 비용적 효율성을 측정하고 관리하는 업무를 진행하고 있습니다. 데브옵스 팀은 스팟(Spot) 인스턴스, RI 구매, 약정 계약을 통해서 비용을 절감하고 있으며, 조직이 비용 효율적으로 기능을 개발할 수 있도록 비용 지표를 제공하고 있습니다.

[What You’ll Do]
버즈빌의 데브옵스 팀은 크게 플랫폼 엔지니어링, 자동화, 클라우드 비용 관리 업무를 맡아서 진행하고 있습니다. 만약 여러분이 데브옵스 팀에 들어오신다면 다음 과제들을 고민하고 진행하게 됩니다.

""플랫폼 엔지니어링""

버즈빌 데브옵스 팀은 각 제품 팀 엔지니어들이 쉽고 안전하게 제품의 가치를 전달할 수 있도록 플랫폼을 제공하고 있습니다.

• 쿠버네티스 클러스터 운영을 안정적으로 수행합니다.
• 서비스 매쉬(Isito)의 가시성을 완전히 확보하고, 안정적으로 서비스 매쉬를 운영합니다.
• 서비스 매쉬(e.g., 서킷 브레이킹, 재시도)를 이용해서 서비스의 안전성을 확보합니다.
• 운영 도구들을 지속적으로 업그레이드하고 관리할 수 있는 프로세스를 구축합니다.
• 각 제품 팀이 SLI를 손 쉽게 측정하고 활용할 수 있는 플랫폼을 제공합니다.

""자동화 프로세스 구축""

버즈빌 데브옵스 팀은 수동적이고 반복적인 업무를 최소화하고자 자동화를 진행하고 있습니다.

• CI/CD 파이프라인이 안정적이고 통일될 수 있는 시스템을 구축합니다.
• 팀이 도구들의 버전을 관리하는 프로세스 (또는 자동화 방법)를 구축합니다.

""클라우드 비용 관리""

• 버즈빌 데브옵스 팀은 비용을 체계적으로 관리하고 최적화 작업을 진행하고 있습니다.
• 인프라 운영에 사용하고 있는 비용을 체계적으로 관리할 수 있는 시스템을 구축합니다.
• 각 제품 팀이 비용을 관리할 수 있는 플랫폼과 프로세스를 제공합니다."
151,버즈빌(주),레진 한국 플랫폼 서비스 기획 (경력),4.1,서울,"[Who We Are]
버즈빌의 데브옵스 팀은 데브옵스 팀은 각 제품 팀이 빠르고 안전하게 제품의 가치를 전달할 수 있는 플랫폼을 구축하고 운영하고 있습니다. 특히, 버즈빌의 서버는 내부적으로 40개 이상의 마이크로서비스로 구성이 되어 있어 각 마이크로서비스를 쉽게 배포하고 관리할 수 있는 플랫폼의 중요성이 높아지고 있습니다.
 저희는 마이크로서비스 아키텍쳐 운영을 위해서 쿠버네티스(Kubernetes)를 활용하고 있습니다. 쿠버네티스의 규모는 데이터 노드로 200대를 운영하고 있습니다. 그리고 서비스 매쉬(Service mesh) 목적으로 이스티오(Istio)를 사용하고 있습니다.
 버즈빌은 각 제품 팀에서 개발한 마이크로서비스를 쿠버네티스에 배포하고 관리 가능할 수 있도록 플랫폼을 제공하고 있습니다. 플랫폼 방향은 셀프-서빙(Self-Serving)을 목표로 하고 있습니다. 그리고 플랫폼 구성은 스피네이커(Spinnaker), 데이터독(Datadog), 타노스(Thanos), 프로메테우스(Prometheus) 등 오픈 소스와 유료 서비스를 이용해서 구축하고 있습니다.
 이외, 데브옵스 팀은 사용하고 있는 인프라의 비용적 효율성을 측정하고 관리하는 업무를 진행하고 있습니다. 데브옵스 팀은 스팟(Spot) 인스턴스, RI 구매, 약정 계약을 통해서 비용을 절감하고 있으며, 조직이 비용 효율적으로 기능을 개발할 수 있도록 비용 지표를 제공하고 있습니다.

[What You’ll Do]
버즈빌의 데브옵스 팀은 크게 플랫폼 엔지니어링, 자동화, 클라우드 비용 관리 업무를 맡아서 진행하고 있습니다. 만약 여러분이 데브옵스 팀에 들어오신다면 다음 과제들을 고민하고 진행하게 됩니다.

""플랫폼 엔지니어링""

버즈빌 데브옵스 팀은 각 제품 팀 엔지니어들이 쉽고 안전하게 제품의 가치를 전달할 수 있도록 플랫폼을 제공하고 있습니다.

• 쿠버네티스 클러스터 운영을 안정적으로 수행합니다.
• 서비스 매쉬(Isito)의 가시성을 완전히 확보하고, 안정적으로 서비스 매쉬를 운영합니다.
• 서비스 매쉬(e.g., 서킷 브레이킹, 재시도)를 이용해서 서비스의 안전성을 확보합니다.
• 운영 도구들을 지속적으로 업그레이드하고 관리할 수 있는 프로세스를 구축합니다.
• 각 제품 팀이 SLI를 손 쉽게 측정하고 활용할 수 있는 플랫폼을 제공합니다.

""자동화 프로세스 구축""

버즈빌 데브옵스 팀은 수동적이고 반복적인 업무를 최소화하고자 자동화를 진행하고 있습니다.

• CI/CD 파이프라인이 안정적이고 통일될 수 있는 시스템을 구축합니다.
• 팀이 도구들의 버전을 관리하는 프로세스 (또는 자동화 방법)를 구축합니다.

""클라우드 비용 관리""

• 버즈빌 데브옵스 팀은 비용을 체계적으로 관리하고 최적화 작업을 진행하고 있습니다.
• 인프라 운영에 사용하고 있는 비용을 체계적으로 관리할 수 있는 시스템을 구축합니다.
• 각 제품 팀이 비용을 관리할 수 있는 플랫폼과 프로세스를 제공합니다."
152,(주)레진엔터테인먼트,iOS 개발자,2.9,서울,"[ 이런 경험과 역량을 가지신 분을 찾습니다. ]
- 5년 이상의 서비스 기획 유사 역할을 경험하신 분 (PO, PM) (경력 5~8년)
- 변화하는 트렌드를 주의 깊게 파악하고 근거 및 논리에 의한 기획이 가능하신 분
- 서비스 운영 정책 수립 및 운영 프로세스 고도화 경험을 보유하신 분
- 다양한 관점을 존중하며 원활한 커뮤니케이션 능력을 보유하신 분
- 주도적인 개선을 이끌어 나갈 수 있는 책임감이 있는 분"
153,(주)피어테크,Product Owner ,3.5,서울,"- iOS 플랫폼 지식
- Swift 개발 경험 
- OOP에 대한 확실한 이해
- 테스트/배포 자동화 개선 경험
- Socket 을 통한 실시간 데이터 처리 유경험자"
154,(주)스펙터,[SCM영업팀] SCM영업  매니저,4.0,서울,"✔ 어디 이런 분 없나요?
• 웹/앱 서비스 기획 경력 3년 이상이신 분
• 데이터에 기반하여 문제를 파악하고 지표를 개선한 경험이 있으신 분
• 개발자, 디자이너 및 다양한 협업 부서와의 커뮤니케이션에 능통하신 분
• 담당 업무에 대한 오너십을 가지고 주도적인 개선을 이끌어나갈 수 있는 책임감이 있는 분"
155,(주)인스팅터스,백엔드 개발자 (서버 개발자),2.9,서울,"
자격요건
 - B2B 거래처 관리 및 커뮤니케이션 경험이 있으신 분
 - 경제, 경영 관련 지식이 있으신 분
 - 매출 구조 분석 및 손익개선 경험이 있으신 분
 - 비즈니스 레벨의 영어 능력 있으신 분
 - 데이터 분석 관련 자격증 보유하신 분 (Excel, SQL, Python 등)"
156,아카라코리아(주),Growth Marketing Manager(Global),5.0,서울,"• Python 기반의 Django 프레임워크 개발 경력 5년 이상 
• MySQL, MariaDB 경험 경험자
• 리눅스 시스템 관리 경험자
• 서비스 런칭 유경험자"
157,리디(주),와인 MD(경력무관),3.4,서울,"You'll love this job if...

- You believe in the power of great stories that will transcend the borders and bridge the world closer, and you get stocked to be a part of this journey.
- You love to challenge your assumptions and prove beliefs into facts by playing around with various data sets — about our customers, product, and content.
- You dream of working with passionate, talented colleagues in a fast-moving, start-up-like lean team, closely working with experts in product, content, and operations.
- You are an avid fan of comics and great stories (especially stories about romance).

[Responsibilities]

The essence of the job is to generate meaningful acquisitions and grow our membership so that our great stories can meet more people globally. More specifically, you will be leading the following responsibilities.

- Programmatic media and data analytics ; You will be responsible for managing various acquisition programmatic channels, self-served and/or with agency partners to constantly improve our investment in user acquisition.
- Provide actionable recommendations ; You will be responsible for actively contributing recommendations, ideas, and suggestions to improve the team's technical, analytical, reporting, and execution initiatives regarding the team’s programmatic media efforts.
"
158,(주)데일리샷,[커머스그룹] 퍼포먼스 마케터,4.8,서울,"• (필수) 와인에 대한 지식
• (필수) 데일리샷 서비스에 대한 이해와 관심이 있으신 분
• 자신만의 커뮤니케이션 스킬 및 역량
• 데이터 분석 및 데이터를 근거로 하는 의사결정 역량"
159,(주)패스트뷰,[조직·인사] 경영컨설턴트 모집 [주4일 근무제 도입],3.1,서울,"• 퍼포먼스 마케터 경력 1년 이상
• 퍼포먼스 매체에 대한 이해, 컨트롤 경험
• 데이터 분석 및 경과 관리 능력"
160,(주)씨드앤,백엔드 개발자(1년 이상),4.9,서울,"- 백엔드(API) 개발
- AWS 인프라를 구축 및 운영
- 인프라 및 애플리케이션 모니터링 시스템을 운영"
161,(주)씨드앤,주류 상품 MD(경력무관),4.9,서울,"- 백엔드(API) 개발
- AWS 인프라를 구축 및 운영
- 인프라 및 애플리케이션 모니터링 시스템을 운영"
162,(주)씨드앤,[렛유인에듀] 이공계 교육 콘텐츠 기획자(신입/경력) 모집,4.9,서울,"- 백엔드(API) 개발
- AWS 인프라를 구축 및 운영
- 인프라 및 애플리케이션 모니터링 시스템을 운영"
163,(주)데일리샷,퍼포먼스 마케터(매체전략/운영),4.8,서울,"• (필수) 다양한 술에 대한 관심 및 지식
• (필수) 데일리샷 서비스에 대한 이해와 관심이 있으신 분
• 자신만의 커뮤니케이션 스킬 및 역량
• 데이터 분석 및 데이터를 근거로 하는 의사결정 역량"
164,(주)플랜트코퍼레이션,Product Owner (서비스 기획),2.8,서울,"브랜딩 기획은 브랜드나 산업을 대하는 대중의 느낌을 예리하게 읽을 수 있는 능력이 뛰어나야 합니다. 자사 코스메틱 브랜드 및 고객사 브랜드 등 당사의 브랜드 마케팅을 고민합니다.
............................................................................................................
업무내용
- 브랜드 IMC 매체 전략 (Media mix)
- 컨텐츠 활용 전략적 매체 운영(Youtube, Facebook, Instagram)
- SA/DA 매체 운영 최적화
- CRM 광고 운영(타게팅 전략 수립 및 최적화)
- SNS/유튜브 광고 크레이티브 기획
- 신규 광고 및 매체 발굴"
